date,city,latitude,longitude,pm25,aqi,aqi_category,pm10,o3,no2,so2,co,temperature,humidity,wind_speed,year,month,day,hour,day_of_week,season,is_weekend
2023-11-07,Albany,42.6526,-73.7562,8.43,47,Good,29.73,35.05,21.99,3.25,0.43,3.51,35.8,3.0,2023,11,7,0,1,Fall,0
2023-11-08,Albany,42.6526,-73.7562,7.41,41,Good,30.58,15.83,19.36,4.7,0.52,12.76,34.3,7.2,2023,11,8,0,2,Fall,0
2023-11-09,Albany,42.6526,-73.7562,6.27,35,Good,30.28,32.01,21.33,5.17,0.59,12.74,60.2,5.9,2023,11,9,0,3,Fall,0
2023-11-10,Albany,42.6526,-73.7562,5.63,31,Good,18.12,32.21,12.0,6.11,0.43,13.81,73.0,5.2,2023,11,10,0,4,Fall,0
2023-11-11,Albany,42.6526,-73.7562,10.15,53,Moderate,27.99,15.45,15.87,4.3,0.39,16.12,36.6,0.6,2023,11,11,0,5,Fall,1
2023-11-12,Albany,42.6526,-73.7562,9.71,52,Moderate,24.23,16.62,21.16,5.26,0.25,10.41,87.5,8.5,2023,11,12,0,6,Fall,1
2023-11-13,Albany,42.6526,-73.7562,6.75,38,Good,18.91,33.96,8.81,3.12,0.36,4.84,87.1,7.3,2023,11,13,0,0,Fall,0
2023-11-14,Albany,42.6526,-73.7562,9.13,51,Moderate,23.17,27.15,16.5,3.8,0.59,17.47,40.8,1.8,2023,11,14,0,1,Fall,0
2023-11-15,Albany,42.6526,-73.7562,6.76,38,Good,26.4,34.98,12.04,5.51,0.59,13.82,59.8,2.4,2023,11,15,0,2,Fall,0
2023-11-16,Albany,42.6526,-73.7562,5.16,29,Good,30.6,36.2,8.8,4.58,0.34,9.29,30.5,6.1,2023,11,16,0,3,Fall,0
2023-11-17,Albany,42.6526,-73.7562,8.39,47,Good,26.58,24.18,17.05,4.4,0.32,9.95,85.8,8.1,2023,11,17,0,4,Fall,0
2023-11-18,Albany,42.6526,-73.7562,5.74,32,Good,17.09,14.41,22.15,2.25,0.55,16.23,63.6,1.0,2023,11,18,0,5,Fall,1
2023-11-19,Albany,42.6526,-73.7562,14.24,61,Moderate,19.86,25.92,11.09,3.33,0.3,16.84,68.9,7.5,2023,11,19,0,6,Fall,1
2023-11-20,Albany,42.6526,-73.7562,6.73,37,Good,11.9,31.49,12.3,5.24,0.58,11.35,34.1,1.2,2023,11,20,0,0,Fall,0
2023-11-21,Albany,42.6526,-73.7562,11.32,55,Moderate,26.96,35.57,20.12,2.57,0.29,7.34,74.8,9.9,2023,11,21,0,1,Fall,0
2023-11-22,Albany,42.6526,-73.7562,12.71,58,Moderate,14.54,17.37,22.99,6.11,0.35,6.61,63.4,3.9,2023,11,22,0,2,Fall,0
2023-11-23,Albany,42.6526,-73.7562,7.43,41,Good,13.72,21.96,15.31,4.15,0.47,21.35,35.1,4.4,2023,11,23,0,3,Fall,0
2023-11-24,Albany,42.6526,-73.7562,10.32,53,Moderate,15.48,32.28,12.97,5.25,0.5,12.85,30.2,10.0,2023,11,24,0,4,Fall,0
2023-11-25,Albany,42.6526,-73.7562,11.13,55,Moderate,11.71,21.33,17.15,3.64,0.41,8.84,67.0,2.1,2023,11,25,0,5,Fall,1
2023-11-26,Albany,42.6526,-73.7562,13.34,59,Moderate,13.55,28.09,13.95,2.83,0.42,12.26,88.0,6.0,2023,11,26,0,6,Fall,1
2023-11-27,Albany,42.6526,-73.7562,9.13,51,Moderate,23.17,36.76,14.44,2.89,0.4,6.56,64.2,1.7,2023,11,27,0,0,Fall,0
2023-11-28,Albany,42.6526,-73.7562,13.32,59,Moderate,20.23,23.26,12.47,3.24,0.52,13.94,30.4,6.2,2023,11,28,0,1,Fall,0
2023-11-29,Albany,42.6526,-73.7562,13.88,60,Moderate,17.86,13.52,17.94,2.79,0.48,6.87,43.7,8.8,2023,11,29,0,2,Fall,0
2023-11-30,Albany,42.6526,-73.7562,6.8,38,Good,29.69,36.31,11.46,5.64,0.23,12.93,33.9,1.7,2023,11,30,0,3,Fall,0
2023-12-01,Albany,42.6526,-73.7562,8.82,49,Good,17.32,35.22,20.94,2.72,0.42,18.31,35.0,6.1,2023,12,1,0,4,Winter,0
2023-12-02,Albany,42.6526,-73.7562,10.68,54,Moderate,14.62,30.88,16.23,4.91,0.43,13.02,77.1,0.7,2023,12,2,0,5,Winter,1
2023-12-03,Albany,42.6526,-73.7562,13.47,59,Moderate,23.36,17.0,18.09,3.02,0.64,12.14,45.3,3.1,2023,12,3,0,6,Winter,1
2023-12-04,Albany,42.6526,-73.7562,10.78,54,Moderate,23.38,29.4,16.48,6.47,0.3,12.15,86.6,8.4,2023,12,4,0,0,Winter,0
2023-12-05,Albany,42.6526,-73.7562,14.44,61,Moderate,20.27,26.38,20.79,3.46,0.62,19.49,89.0,7.3,2023,12,5,0,1,Winter,0
2023-12-06,Albany,42.6526,-73.7562,10.92,54,Moderate,16.85,16.27,19.05,3.53,0.52,4.23,38.1,4.0,2023,12,6,0,2,Winter,0
2023-12-07,Albany,42.6526,-73.7562,10.3,53,Moderate,22.79,33.99,16.62,3.93,0.28,14.83,52.2,7.5,2023,12,7,0,3,Winter,0
2023-12-08,Albany,42.6526,-73.7562,14.34,61,Moderate,22.96,24.82,19.47,4.68,0.57,15.9,81.8,9.4,2023,12,8,0,4,Winter,0
2023-12-09,Albany,42.6526,-73.7562,15.11,62,Moderate,17.62,20.72,19.84,3.15,0.26,12.05,42.0,7.1,2023,12,9,0,5,Winter,1
2023-12-10,Albany,42.6526,-73.7562,9.01,51,Moderate,29.87,28.53,15.3,5.98,0.31,19.91,66.0,0.6,2023,12,10,0,6,Winter,1
2023-12-11,Albany,42.6526,-73.7562,12.75,58,Moderate,32.01,19.4,10.17,3.26,0.43,17.15,35.3,4.0,2023,12,11,0,0,Winter,0
2023-12-12,Albany,42.6526,-73.7562,7.85,44,Good,12.74,23.58,19.13,4.18,0.62,6.77,41.5,6.8,2023,12,12,0,1,Winter,0
2023-12-13,Albany,42.6526,-73.7562,5.97,33,Good,14.37,29.66,20.51,5.63,0.49,22.19,31.2,7.2,2023,12,13,0,2,Winter,0
2023-12-14,Albany,42.6526,-73.7562,6.24,35,Good,30.52,15.62,17.52,4.9,0.48,9.62,74.2,3.0,2023,12,14,0,3,Winter,0
2023-12-15,Albany,42.6526,-73.7562,14.32,61,Moderate,32.16,22.83,13.58,3.99,0.45,3.68,61.0,4.9,2023,12,15,0,4,Winter,0
2023-12-16,Albany,42.6526,-73.7562,8.33,46,Good,24.19,36.62,18.89,4.94,0.53,16.5,59.6,4.9,2023,12,16,0,5,Winter,1
2023-12-17,Albany,42.6526,-73.7562,10.9,54,Moderate,26.88,15.02,25.53,3.77,0.46,7.74,50.4,6.0,2023,12,17,0,6,Winter,1
2023-12-18,Albany,42.6526,-73.7562,13.21,59,Moderate,23.58,32.83,20.16,3.53,0.59,12.89,49.1,5.3,2023,12,18,0,0,Winter,0
2023-12-19,Albany,42.6526,-73.7562,7.31,41,Good,32.19,30.07,13.8,4.55,0.58,13.42,62.8,3.1,2023,12,19,0,1,Winter,0
2023-12-20,Albany,42.6526,-73.7562,13.31,59,Moderate,23.55,33.67,19.92,5.73,0.3,14.83,75.8,9.7,2023,12,20,0,2,Winter,0
2023-12-21,Albany,42.6526,-73.7562,13.36,59,Moderate,20.54,35.12,14.89,5.61,0.53,15.53,57.6,2.5,2023,12,21,0,3,Winter,0
2023-12-22,Albany,42.6526,-73.7562,9.11,51,Moderate,19.69,26.57,25.6,2.74,0.61,16.51,62.2,9.1,2023,12,22,0,4,Winter,0
2023-12-23,Albany,42.6526,-73.7562,9.14,51,Moderate,25.11,23.66,11.2,4.83,0.54,22.96,76.8,2.8,2023,12,23,0,5,Winter,1
2023-12-24,Albany,42.6526,-73.7562,11.82,56,Moderate,31.75,34.5,25.19,4.21,0.38,16.54,38.8,4.4,2023,12,24,0,6,Winter,1
2023-12-25,Albany,42.6526,-73.7562,13.86,60,Moderate,13.13,37.68,17.46,4.08,0.42,3.67,61.9,1.1,2023,12,25,0,0,Winter,0
2023-12-26,Albany,42.6526,-73.7562,7.49,42,Good,23.66,24.86,15.82,5.92,0.37,19.18,37.3,8.7,2023,12,26,0,1,Winter,0
2023-12-27,Albany,42.6526,-73.7562,10.95,54,Moderate,13.26,28.82,20.64,4.36,0.51,8.48,39.4,6.8,2023,12,27,0,2,Winter,0
2023-12-28,Albany,42.6526,-73.7562,8.2,46,Good,14.59,29.2,25.16,5.53,0.33,13.2,47.6,8.2,2023,12,28,0,3,Winter,0
2023-12-29,Albany,42.6526,-73.7562,8.95,50,Good,14.85,35.77,23.37,5.22,0.34,14.24,33.1,3.4,2023,12,29,0,4,Winter,0
2023-12-30,Albany,42.6526,-73.7562,15.43,63,Moderate,22.93,16.23,17.49,5.16,0.57,22.38,75.6,0.7,2023,12,30,0,5,Winter,1
2023-12-31,Albany,42.6526,-73.7562,11.26,55,Moderate,31.91,25.46,24.09,4.91,0.53,12.73,71.2,4.5,2023,12,31,0,6,Winter,1
2024-01-01,Albany,42.6526,-73.7562,16.67,65,Moderate,27.72,24.0,18.98,3.09,0.6,6.8,66.8,5.3,2024,1,1,0,0,Winter,0
2024-01-02,Albany,42.6526,-73.7562,15.94,64,Moderate,33.99,30.72,13.06,5.2,0.59,5.15,55.0,5.3,2024,1,2,0,1,Winter,0
2024-01-03,Albany,42.6526,-73.7562,12.12,57,Moderate,34.05,24.29,27.71,6.91,0.69,16.27,32.3,1.7,2024,1,3,0,2,Winter,0
2024-01-04,Albany,42.6526,-73.7562,9.85,52,Moderate,34.45,24.15,27.25,4.07,0.57,16.47,33.2,5.7,2024,1,4,0,3,Winter,0
2024-01-05,Albany,42.6526,-73.7562,14.2,61,Moderate,22.12,28.06,14.95,6.08,0.3,24.27,87.1,0.8,2024,1,5,0,4,Winter,0
2024-01-06,Albany,42.6526,-73.7562,12.81,58,Moderate,26.73,38.45,12.51,3.32,0.42,16.6,71.8,4.7,2024,1,6,0,5,Winter,1
2024-01-07,Albany,42.6526,-73.7562,10.99,55,Moderate,18.22,21.09,14.92,6.57,0.58,12.38,60.3,6.0,2024,1,7,0,6,Winter,1
2024-01-08,Albany,42.6526,-73.7562,12.67,58,Moderate,32.97,26.17,25.12,4.96,0.66,10.16,72.8,5.5,2024,1,8,0,0,Winter,0
2024-01-09,Albany,42.6526,-73.7562,7.88,44,Good,29.41,26.95,20.7,6.58,0.66,6.76,59.8,1.9,2024,1,9,0,1,Winter,0
2024-01-10,Albany,42.6526,-73.7562,10.67,54,Moderate,30.75,27.17,16.9,5.83,0.64,6.56,76.1,3.3,2024,1,10,0,2,Winter,0
2024-01-11,Albany,42.6526,-73.7562,15.91,64,Moderate,15.26,24.57,19.42,5.74,0.41,15.75,67.5,5.4,2024,1,11,0,3,Winter,0
2024-01-12,Albany,42.6526,-73.7562,15.44,63,Moderate,21.08,30.71,16.31,6.29,0.54,19.97,70.2,4.0,2024,1,12,0,4,Winter,0
2024-01-13,Albany,42.6526,-73.7562,14.23,61,Moderate,22.76,21.5,23.83,3.44,0.55,22.0,62.5,5.1,2024,1,13,0,5,Winter,1
2024-01-14,Albany,42.6526,-73.7562,15.0,62,Moderate,15.11,22.15,20.1,4.84,0.35,13.5,52.4,5.1,2024,1,14,0,6,Winter,1
2024-01-15,Albany,42.6526,-73.7562,8.41,47,Good,17.1,29.63,26.9,3.55,0.3,24.85,65.7,7.3,2024,1,15,0,0,Winter,0
2024-01-16,Albany,42.6526,-73.7562,7.87,44,Good,26.08,26.0,14.23,3.28,0.65,17.51,56.8,2.6,2024,1,16,0,1,Winter,0
2024-01-17,Albany,42.6526,-73.7562,15.65,63,Moderate,30.87,23.46,25.49,5.22,0.35,19.87,48.4,3.4,2024,1,17,0,2,Winter,0
2024-01-18,Albany,42.6526,-73.7562,8.75,49,Good,32.45,42.0,13.51,3.48,0.49,15.45,86.5,9.3,2024,1,18,0,3,Winter,0
2024-01-19,Albany,42.6526,-73.7562,14.5,61,Moderate,28.18,28.98,13.06,5.39,0.64,15.07,64.2,4.6,2024,1,19,0,4,Winter,0
2024-01-20,Albany,42.6526,-73.7562,16.21,64,Moderate,25.2,30.57,13.09,4.17,0.64,21.48,47.3,9.0,2024,1,20,0,5,Winter,1
2024-01-21,Albany,42.6526,-73.7562,13.75,60,Moderate,26.17,34.57,21.65,3.31,0.43,7.35,56.4,4.3,2024,1,21,0,6,Winter,1
2024-01-22,Albany,42.6526,-73.7562,10.77,54,Moderate,30.44,37.33,23.27,6.31,0.56,21.12,69.8,2.8,2024,1,22,0,0,Winter,0
2024-01-23,Albany,42.6526,-73.7562,15.36,63,Moderate,24.37,29.0,25.9,5.96,0.63,23.11,66.3,5.3,2024,1,23,0,1,Winter,0
2024-01-24,Albany,42.6526,-73.7562,7.84,44,Good,24.88,19.16,27.33,3.89,0.39,9.91,40.7,7.0,2024,1,24,0,2,Winter,0
2024-01-25,Albany,42.6526,-73.7562,12.75,58,Moderate,21.88,38.83,26.8,3.37,0.61,8.86,43.6,7.9,2024,1,25,0,3,Winter,0
2024-01-26,Albany,42.6526,-73.7562,13.37,59,Moderate,29.06,27.79,23.84,4.1,0.46,9.11,59.9,10.0,2024,1,26,0,4,Winter,0
2024-01-27,Albany,42.6526,-73.7562,7.26,40,Good,22.78,22.38,27.89,5.67,0.5,5.56,62.5,3.7,2024,1,27,0,5,Winter,1
2024-01-28,Albany,42.6526,-73.7562,11.36,55,Moderate,26.78,32.47,21.61,3.27,0.34,20.96,68.8,5.6,2024,1,28,0,6,Winter,1
2024-01-29,Albany,42.6526,-73.7562,10.25,53,Moderate,25.05,21.39,15.05,3.31,0.42,18.58,38.0,2.9,2024,1,29,0,0,Winter,0
2024-01-30,Albany,42.6526,-73.7562,14.85,62,Moderate,30.98,20.12,27.4,5.14,0.31,21.19,49.6,7.5,2024,1,30,0,1,Winter,0
2024-01-31,Albany,42.6526,-73.7562,16.59,65,Moderate,26.75,29.88,22.1,6.45,0.48,23.75,50.7,5.1,2024,1,31,0,2,Winter,0
2024-02-01,Albany,42.6526,-73.7562,13.94,60,Moderate,35.95,37.72,20.01,7.06,0.71,14.24,83.5,9.6,2024,2,1,0,3,Winter,0
2024-02-02,Albany,42.6526,-73.7562,11.8,56,Moderate,27.49,24.2,15.02,5.7,0.43,6.59,56.0,3.8,2024,2,2,0,4,Winter,0
2024-02-03,Albany,42.6526,-73.7562,13.37,59,Moderate,25.44,28.88,17.48,6.55,0.38,19.39,71.8,5.0,2024,2,3,0,5,Winter,1
2024-02-04,Albany,42.6526,-73.7562,15.64,63,Moderate,34.07,23.89,19.63,4.42,0.65,21.6,68.5,7.0,2024,2,4,0,6,Winter,1
2024-02-05,Albany,42.6526,-73.7562,17.75,67,Moderate,21.41,30.87,19.52,7.25,0.46,17.08,53.7,3.8,2024,2,5,0,0,Winter,0
2024-02-06,Albany,42.6526,-73.7562,15.38,63,Moderate,32.03,25.47,18.21,7.48,0.72,22.42,48.0,9.4,2024,2,6,0,1,Winter,0
2024-02-07,Albany,42.6526,-73.7562,14.53,61,Moderate,27.94,26.74,15.71,6.13,0.7,10.89,38.7,6.2,2024,2,7,0,2,Winter,0
2024-02-08,Albany,42.6526,-73.7562,14.9,62,Moderate,19.0,22.6,23.81,7.46,0.68,9.66,79.7,2.0,2024,2,8,0,3,Winter,0
2024-02-09,Albany,42.6526,-73.7562,8.5,47,Good,27.52,42.6,20.64,5.24,0.73,13.46,35.7,0.8,2024,2,9,0,4,Winter,0
2024-02-10,Albany,42.6526,-73.7562,13.11,58,Moderate,27.19,44.06,27.57,3.84,0.44,18.4,76.4,0.9,2024,2,10,0,5,Winter,1
2024-02-11,Albany,42.6526,-73.7562,8.46,47,Good,17.92,25.53,18.31,5.5,0.54,11.03,76.0,7.2,2024,2,11,0,6,Winter,1
2024-02-12,Albany,42.6526,-73.7562,8.22,46,Good,36.17,38.91,21.82,5.18,0.55,7.59,32.5,1.9,2024,2,12,0,0,Winter,0
2024-02-13,Albany,42.6526,-73.7562,11.23,55,Moderate,30.94,40.53,25.37,4.78,0.63,15.2,49.4,0.9,2024,2,13,0,1,Winter,0
2024-02-14,Albany,42.6526,-73.7562,10.64,54,Moderate,23.33,23.42,29.95,7.09,0.43,19.17,72.6,7.1,2024,2,14,0,2,Winter,0
2024-02-15,Albany,42.6526,-73.7562,10.09,53,Moderate,36.13,23.65,17.04,6.62,0.62,10.62,68.7,3.0,2024,2,15,0,3,Winter,0
2024-02-16,Albany,42.6526,-73.7562,13.27,59,Moderate,30.44,28.4,18.25,6.88,0.51,15.05,56.0,2.9,2024,2,16,0,4,Winter,0
2024-02-17,Albany,42.6526,-73.7562,14.54,61,Moderate,27.26,34.51,20.08,7.04,0.51,18.32,68.1,5.8,2024,2,17,0,5,Winter,1
2024-02-18,Albany,42.6526,-73.7562,12.4,57,Moderate,17.99,36.18,18.03,5.4,0.65,25.76,50.9,6.6,2024,2,18,0,6,Winter,1
2024-02-19,Albany,42.6526,-73.7562,13.61,59,Moderate,29.75,39.76,14.5,3.66,0.39,8.88,66.6,7.5,2024,2,19,0,0,Winter,0
2024-02-20,Albany,42.6526,-73.7562,15.27,62,Moderate,28.11,24.97,29.17,4.96,0.65,9.14,76.5,1.3,2024,2,20,0,1,Winter,0
2024-02-21,Albany,42.6526,-73.7562,16.4,65,Moderate,19.55,31.5,23.28,5.26,0.62,20.54,32.1,5.7,2024,2,21,0,2,Winter,0
2024-02-22,Albany,42.6526,-73.7562,8.88,49,Good,20.66,42.97,18.01,5.75,0.6,20.86,89.2,8.6,2024,2,22,0,3,Winter,0
2024-02-23,Albany,42.6526,-73.7562,10.41,53,Moderate,29.45,36.21,20.77,5.78,0.68,21.68,34.2,3.8,2024,2,23,0,4,Winter,0
2024-02-24,Albany,42.6526,-73.7562,13.56,59,Moderate,28.14,31.56,21.29,5.6,0.49,17.54,51.5,9.5,2024,2,24,0,5,Winter,1
2024-02-25,Albany,42.6526,-73.7562,14.8,62,Moderate,36.73,38.7,18.74,6.29,0.4,19.08,77.4,7.3,2024,2,25,0,6,Winter,1
2024-02-26,Albany,42.6526,-73.7562,8.28,46,Good,21.74,41.3,22.88,4.96,0.51,15.45,89.3,4.6,2024,2,26,0,0,Winter,0
2024-02-27,Albany,42.6526,-73.7562,13.17,59,Moderate,29.89,42.67,18.93,6.05,0.61,12.83,48.0,6.7,2024,2,27,0,1,Winter,0
2024-02-28,Albany,42.6526,-73.7562,8.26,46,Good,36.61,30.06,27.33,4.6,0.71,11.58,62.3,9.8,2024,2,28,0,2,Winter,0
2024-02-29,Albany,42.6526,-73.7562,16.06,64,Moderate,33.62,32.92,21.24,5.29,0.64,20.29,79.3,6.0,2024,2,29,0,3,Winter,0
2024-03-01,Albany,42.6526,-73.7562,15.56,63,Moderate,26.65,39.49,26.18,7.81,0.46,21.34,71.3,4.9,2024,3,1,0,4,Spring,0
2024-03-02,Albany,42.6526,-73.7562,13.29,59,Moderate,26.65,46.03,21.74,4.87,0.53,27.09,65.6,7.3,2024,3,2,0,5,Spring,1
2024-03-03,Albany,42.6526,-73.7562,9.69,52,Moderate,37.88,28.02,24.97,5.36,0.69,25.12,86.6,9.3,2024,3,3,0,6,Spring,1
2024-03-04,Albany,42.6526,-73.7562,10.28,53,Moderate,23.63,45.04,19.95,6.1,0.52,17.67,50.3,8.5,2024,3,4,0,0,Spring,0
2024-03-05,Albany,42.6526,-73.7562,11.26,55,Moderate,28.07,46.63,22.75,7.82,0.56,23.53,80.9,1.4,2024,3,5,0,1,Spring,0
2024-03-06,Albany,42.6526,-73.7562,9.83,52,Moderate,21.76,42.79,23.0,4.7,0.44,17.47,45.6,8.5,2024,3,6,0,2,Spring,0
2024-03-07,Albany,42.6526,-73.7562,13.29,59,Moderate,26.11,35.25,24.97,4.67,0.7,10.78,88.0,2.4,2024,3,7,0,3,Spring,0
2024-03-08,Albany,42.6526,-73.7562,10.88,54,Moderate,22.68,44.62,29.79,7.23,0.73,7.99,62.9,4.3,2024,3,8,0,4,Spring,0
2024-03-09,Albany,42.6526,-73.7562,15.87,64,Moderate,25.86,36.35,22.09,5.58,0.72,21.04,35.3,6.7,2024,3,9,0,5,Spring,1
2024-03-10,Albany,42.6526,-73.7562,11.76,56,Moderate,34.05,24.9,19.03,4.48,0.68,24.7,36.1,3.7,2024,3,10,0,6,Spring,1
2024-03-11,Albany,42.6526,-73.7562,18.15,68,Moderate,23.38,40.33,16.52,4.02,0.51,16.45,89.0,5.5,2024,3,11,0,0,Spring,0
2024-03-12,Albany,42.6526,-73.7562,12.99,58,Moderate,22.7,24.1,24.92,3.95,0.65,26.21,82.4,8.6,2024,3,12,0,1,Spring,0
2024-03-13,Albany,42.6526,-73.7562,10.99,55,Moderate,19.4,35.56,29.86,5.15,0.64,11.09,79.5,2.9,2024,3,13,0,2,Spring,0
2024-03-14,Albany,42.6526,-73.7562,18.52,69,Moderate,32.43,30.62,24.59,4.51,0.43,21.9,84.2,9.9,2024,3,14,0,3,Spring,0
2024-03-15,Albany,42.6526,-73.7562,14.11,60,Moderate,37.93,45.44,23.05,7.15,0.63,21.73,51.6,9.9,2024,3,15,0,4,Spring,0
2024-03-16,Albany,42.6526,-73.7562,13.76,60,Moderate,35.25,34.6,29.29,5.12,0.67,13.47,88.5,5.6,2024,3,16,0,5,Spring,1
2024-03-17,Albany,42.6526,-73.7562,16.45,65,Moderate,32.52,46.61,30.15,5.89,0.53,19.29,51.4,6.7,2024,3,17,0,6,Spring,1
2024-03-18,Albany,42.6526,-73.7562,13.78,60,Moderate,34.92,28.43,22.87,4.92,0.69,12.68,60.2,4.6,2024,3,18,0,0,Spring,0
2024-03-19,Albany,42.6526,-73.7562,12.08,57,Moderate,39.22,28.6,31.33,5.08,0.58,21.73,55.9,6.8,2024,3,19,0,1,Spring,0
2024-03-20,Albany,42.6526,-73.7562,15.82,64,Moderate,22.96,32.74,15.6,6.61,0.55,11.69,81.1,8.5,2024,3,20,0,2,Spring,0
2024-03-21,Albany,42.6526,-73.7562,16.96,66,Moderate,38.28,26.71,27.05,7.0,0.69,9.36,84.5,4.2,2024,3,21,0,3,Spring,0
2024-03-22,Albany,42.6526,-73.7562,18.64,69,Moderate,28.0,25.79,24.08,5.19,0.55,8.56,61.3,1.2,2024,3,22,0,4,Spring,0
2024-03-23,Albany,42.6526,-73.7562,18.39,68,Moderate,36.81,36.91,27.68,6.29,0.67,8.92,69.2,2.3,2024,3,23,0,5,Spring,1
2024-03-24,Albany,42.6526,-73.7562,10.47,54,Moderate,31.68,42.99,23.25,5.57,0.61,15.56,36.0,5.8,2024,3,24,0,6,Spring,1
2024-03-25,Albany,42.6526,-73.7562,15.28,63,Moderate,23.21,39.82,28.18,5.07,0.5,18.81,71.4,4.9,2024,3,25,0,0,Spring,0
2024-03-26,Albany,42.6526,-73.7562,11.69,56,Moderate,36.95,43.21,28.92,6.98,0.44,13.06,37.4,8.7,2024,3,26,0,1,Spring,0
2024-03-27,Albany,42.6526,-73.7562,13.52,59,Moderate,39.29,32.62,29.84,4.03,0.52,21.4,35.6,6.6,2024,3,27,0,2,Spring,0
2024-03-28,Albany,42.6526,-73.7562,14.32,61,Moderate,29.98,36.7,25.09,4.63,0.58,26.28,81.8,7.7,2024,3,28,0,3,Spring,0
2024-03-29,Albany,42.6526,-73.7562,10.44,53,Moderate,24.28,33.27,30.9,5.4,0.58,15.28,41.3,6.7,2024,3,29,0,4,Spring,0
2024-03-30,Albany,42.6526,-73.7562,17.02,66,Moderate,28.72,39.12,18.33,6.6,0.74,18.14,59.8,4.4,2024,3,30,0,5,Spring,1
2024-03-31,Albany,42.6526,-73.7562,12.58,57,Moderate,30.69,31.63,24.54,4.85,0.39,12.96,61.6,1.9,2024,3,31,0,6,Spring,1
2024-04-01,Albany,42.6526,-73.7562,17.66,67,Moderate,28.74,46.83,17.43,5.33,0.78,10.22,72.1,5.1,2024,4,1,0,0,Spring,0
2024-04-02,Albany,42.6526,-73.7562,10.03,53,Moderate,32.24,31.55,18.44,5.21,0.72,9.81,45.8,8.2,2024,4,2,0,1,Spring,0
2024-04-03,Albany,42.6526,-73.7562,16.82,65,Moderate,20.54,32.7,28.07,5.77,0.49,17.35,43.7,9.4,2024,4,3,0,2,Spring,0
2024-04-04,Albany,42.6526,-73.7562,16.07,64,Moderate,37.49,41.67,27.05,6.82,0.45,19.99,42.2,3.9,2024,4,4,0,3,Spring,0
2024-04-05,Albany,42.6526,-73.7562,11.52,56,Moderate,35.76,38.19,25.9,6.03,0.66,17.37,64.1,3.3,2024,4,5,0,4,Spring,0
2024-04-06,Albany,42.6526,-73.7562,14.15,60,Moderate,32.48,30.47,17.04,4.61,0.72,17.94,36.2,6.7,2024,4,6,0,5,Spring,1
2024-04-07,Albany,42.6526,-73.7562,18.13,68,Moderate,32.62,29.86,19.78,4.44,0.77,24.75,55.5,2.4,2024,4,7,0,6,Spring,1
2024-04-08,Albany,42.6526,-73.7562,18.28,68,Moderate,31.89,41.14,17.37,6.75,0.46,13.74,68.6,0.9,2024,4,8,0,0,Spring,0
2024-04-09,Albany,42.6526,-73.7562,17.08,66,Moderate,38.83,44.08,27.0,4.18,0.72,19.39,81.5,2.0,2024,4,9,0,1,Spring,0
2024-04-10,Albany,42.6526,-73.7562,15.82,64,Moderate,26.77,33.32,18.51,5.77,0.47,19.62,74.3,1.2,2024,4,10,0,2,Spring,0
2024-04-11,Albany,42.6526,-73.7562,13.22,59,Moderate,21.56,46.9,27.96,6.55,0.77,25.95,55.9,9.9,2024,4,11,0,3,Spring,0
2024-04-12,Albany,42.6526,-73.7562,10.67,54,Moderate,28.86,29.14,28.43,6.65,0.7,8.02,75.6,0.7,2024,4,12,0,4,Spring,0
2024-04-13,Albany,42.6526,-73.7562,17.63,67,Moderate,38.48,28.85,30.42,7.03,0.69,23.31,30.5,5.6,2024,4,13,0,5,Spring,1
2024-04-14,Albany,42.6526,-73.7562,18.08,68,Moderate,34.89,32.86,23.73,6.87,0.7,10.48,65.1,7.8,2024,4,14,0,6,Spring,1
2024-04-15,Albany,42.6526,-73.7562,10.11,53,Moderate,22.56,38.73,31.46,5.55,0.78,11.97,35.9,2.3,2024,4,15,0,0,Spring,0
2024-04-16,Albany,42.6526,-73.7562,13.91,60,Moderate,22.97,44.12,16.66,6.71,0.59,21.55,57.6,8.3,2024,4,16,0,1,Spring,0
2024-04-17,Albany,42.6526,-73.7562,12.96,58,Moderate,38.04,36.17,17.6,4.42,0.62,14.42,56.2,4.7,2024,4,17,0,2,Spring,0
2024-04-18,Albany,42.6526,-73.7562,11.6,56,Moderate,30.73,32.17,19.37,4.7,0.6,16.02,32.1,1.8,2024,4,18,0,3,Spring,0
2024-04-19,Albany,42.6526,-73.7562,17.45,67,Moderate,32.81,46.64,29.77,4.84,0.71,21.03,75.7,1.6,2024,4,19,0,4,Spring,0
2024-04-20,Albany,42.6526,-73.7562,14.08,60,Moderate,20.96,33.46,31.08,4.16,0.59,27.59,75.8,0.5,2024,4,20,0,5,Spring,1
2024-04-21,Albany,42.6526,-73.7562,15.51,63,Moderate,24.78,25.92,23.4,5.79,0.75,19.14,75.6,3.1,2024,4,21,0,6,Spring,1
2024-04-22,Albany,42.6526,-73.7562,14.37,61,Moderate,35.3,41.2,18.73,7.5,0.62,16.41,76.8,7.3,2024,4,22,0,0,Spring,0
2024-04-23,Albany,42.6526,-73.7562,19.28,70,Moderate,33.82,47.22,21.68,6.57,0.46,26.83,88.2,5.2,2024,4,23,0,1,Spring,0
2024-04-24,Albany,42.6526,-73.7562,13.28,59,Moderate,22.99,30.1,23.23,7.7,0.59,22.67,83.6,7.3,2024,4,24,0,2,Spring,0
